Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 4 - Insights,Top Products,CAKES AND RABBITS DESIGN FLANNEL,134.49,,,,CAKES AND RABBITS DESIGN FLANNEL,,,,,,134.49,119,50,,,,,,
Week 4 - Insights,Top Products,NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,,,,NEW BAROQUE LARGE NECKLACE BLK/WHIT,,,,,,134.16,16,14,,,,,,
Week 4 - Insights,Top Products,WHITE/PINK CHICK DECORATION,133.62,,,,WHITE/PINK CHICK DECORATION,,,,,,133.62,96,17,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 7,133.49,,,,NUMBER TILE COTTAGE GARDEN 7,,,,,,133.49,55,24,,,,,,
Week 4 - Insights,Top Products,EASTER BUNNY HANGING GARLAND,133.23,,,,EASTER BUNNY HANGING GARLAND,,,,,,133.23,68,23,,,,,,
Week 4 - Insights,Top Products,KIDS CUTLERY DOLLY GIRL,132.8,,,,KIDS CUTLERY DOLLY GIRL,,,,,,132.8,32,7,,,,,,
Week 4 - Insights,Top Products,KIDS CUTLERY SPACEBOY,132.8,,,,KIDS CUTLERY SPACEBOY,,,,,,132.8,32,7,,,,,,
Week 4 - Insights,Top Products,PINK/YELLOW FLOWERS HANDBAG,132.5,,,,PINK/YELLOW FLOWERS HANDBAG,,,,,,132.5,106,8,,,,,,
Week 4 - Insights,Top Products,PURPLE ACRYLIC FACETED BANGLE,132.05,,,,PURPLE ACRYLIC FACETED BANGLE,,,,,,132.05,107,8,,,,,,
Week 4 - Insights,Top Products,SMALL JEWELLERY STAND,132,,,,SMALL JEWELLERY STAND,,,,,,132,16,6,,,,,,
Week 4 - Insights,Top Products,POPART RECT PENCIL SHARPENER ASST,131.88,,,,POPART RECT PENCIL SHARPENER ASST,,,,,,131.88,1094,31,,,,,,
Week 4 - Insights,Top Products,BLUE PUDDING SPOON,131.75,,,,BLUE PUDDING SPOON,,,,,,131.75,920,78,,,,,,
Week 4 - Insights,Top Products,ICON PLACEMAT POP ART ELVIS,131.49,,,,ICON PLACEMAT POP ART ELVIS,,,,,,131.49,808,32,,,,,,
Week 4 - Insights,Top Products,POLYESTER FILLER PAD 30CMx30CM,131.25,,,,POLYESTER FILLER PAD 30CMx30CM,,,,,,131.25,105,25,,,,,,
Week 4 - Insights,Top Products,PINK ROSEBUD PEARL BRACELET,130.67,,,,PINK ROSEBUD PEARL BRACELET,,,,,,130.67,27,14,,,,,,
Week 4 - Insights,Top Products,RED   ACRYLIC FACETED BANGLE,130.51,,,,RED   ACRYLIC FACETED BANGLE,,,,,,130.51,99,10,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 5,129.9,,,,NUMBER TILE COTTAGE GARDEN 5,,,,,,129.9,52,25,,,,,,
Week 4 - Insights,Top Products,COPPER/OLIVE GREEN FLOWER NECKLACE,129.85,,,,COPPER/OLIVE GREEN FLOWER NECKLACE,,,,,,129.85,21,14,,,,,,
Week 4 - Insights,Top Products,VINTAGE KITCHEN PRINT SEAFOOD,129.63,,,,VINTAGE KITCHEN PRINT SEAFOOD,,,,,,129.63,43,14,,,,,,
Week 4 - Insights,Top Products,GOLD WINE GOBLET,129.56,,,,GOLD WINE GOBLET,,,,,,129.56,164,8,,,,,,
Week 4 - Insights,Top Products,PINK PILLAR CANDLE SILVER FLOCK,129.47,,,,PINK PILLAR CANDLE SILVER FLOCK,,,,,,129.47,81,19,,,,,,
Week 4 - Insights,Top Products,BLUE DAISY MOBILE,129.28,,,,BLUE DAISY MOBILE,,,,,,129.28,160,11,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 0,129.05,,,,NUMBER TILE COTTAGE GARDEN 0,,,,,,129.05,55,19,,,,,,
Week 4 - Insights,Top Products,RED PUDDING SPOON,128.63,,,,RED PUDDING SPOON,,,,,,128.63,881,72,,,,,,
Week 4 - Insights,Top Products,SILVER APERITIF GLASS,128.4,,,,SILVER APERITIF GLASS,,,,,,128.4,276,8,,,,,,
Week 4 - Insights,Top Products,PINK/BLUE STRING CURTAIN,128.33,,,,PINK/BLUE STRING CURTAIN,,,,,,128.33,57,5,,,,,,
Week 4 - Insights,Top Products,BANK ACCOUNT  GREETING  CARD,127.4,,,,BANK ACCOUNT  GREETING  CARD,,,,,,127.4,306,37,,,,,,
Week 4 - Insights,Top Products,BLACK+WHITE NECKLACE W TASSEL,127.24,,,,BLACK+WHITE NECKLACE W TASSEL,,,,,,127.24,17,9,,,,,,
Week 4 - Insights,Top Products,BEADED PEARL HEART WHITE LARGE,127.05,,,,BEADED PEARL HEART WHITE LARGE,,,,,,127.05,77,10,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE VINTAGE FONT 8,126.78,,,,NUMBER TILE VINTAGE FONT 8,,,,,,126.78,78,23,,,,,,
Week 4 - Insights,Top Products,SET 4 PICNIC CUTLERY FONDANT,126.75,,,,SET 4 PICNIC CUTLERY FONDANT,,,,,,126.75,65,6,,,,,,
Week 4 - Insights,Top Products,GLASS SONGBIRD STORAGE JAR,126.7,,,,GLASS SONGBIRD STORAGE JAR,,,,,,126.7,11,3,,,,,,
Week 4 - Insights,Top Products,CREAM SWEETHEART WALL CABINET,126.65,,,,CREAM SWEETHEART WALL CABINET,,,,,,126.65,7,5,,,,,,
Week 4 - Insights,Top Products,SCENTED CANDLE IN DIGITALIS TIN,126.04,,,,SCENTED CANDLE IN DIGITALIS TIN,,,,,,126.04,56,13,,,,,,
Week 4 - Insights,Top Products,SNACK TRAY RED GINGHAM,125.72,,,,SNACK TRAY RED GINGHAM,,,,,,125.72,60,14,,,,,,
Week 4 - Insights,Top Products,PIG MUG IN TWO COLOUR DESIGNS,125.59,,,,PIG MUG IN TWO COLOUR DESIGNS,,,,,,125.59,147,16,,,,,,
Week 4 - Insights,Top Products,LARGE JEWELLERY STAND,125,,,,LARGE JEWELLERY STAND,,,,,,125,10,4,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE VINTAGE FONT 9,124.98,,,,NUMBER TILE VINTAGE FONT 9,,,,,,124.98,76,21,,,,,,
Week 4 - Insights,Top Products,FRENCH ENAMEL UTENSIL HOLDER,124.71,,,,FRENCH ENAMEL UTENSIL HOLDER,,,,,,124.71,25,15,,,,,,
Week 4 - Insights,Top Products,PANTRY KITCHEN THERMOMETER,124.52,,,,PANTRY KITCHEN THERMOMETER,,,,,,124.52,88,29,,,,,,
Week 4 - Insights,Top Products,PINK HORSE SOCK PUPPET KIT,123.9,,,,PINK HORSE SOCK PUPPET KIT,,,,,,123.9,42,14,,,,,,
Week 4 - Insights,Top Products,WOODLAND LARGE BLUE FELT HEART,123.47,,,,WOODLAND LARGE BLUE FELT HEART,,,,,,123.47,92,13,,,,,,
Week 4 - Insights,Top Products,POLKADOT MUG PINK,123.3,,,,POLKADOT MUG PINK,,,,,,123.3,72,13,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 8,123.21,,,,NUMBER TILE COTTAGE GARDEN 8,,,,,,123.21,53,19,,,,,,
Week 4 - Insights,Top Products,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,,,,CRYSTAL STUD EARRINGS CLEAR DISPLAY,,,,,,123.12,324,7,,,,,,
Week 4 - Insights,Top Products,PURPLE GEMSTONE BRACELET,122.84,,,,PURPLE GEMSTONE BRACELET,,,,,,122.84,19,10,,,,,,
Week 4 - Insights,Top Products,RUBY GLASS CLUSTER BRACELET,122.64,,,,RUBY GLASS CLUSTER BRACELET,,,,,,122.64,20,14,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE COTTAGE GARDEN 9,122.51,,,,NUMBER TILE COTTAGE GARDEN 9,,,,,,122.51,55,18,,,,,,
Week 4 - Insights,Top Products,CANDY SPOT HEART DECORATION,122.08,,,,CANDY SPOT HEART DECORATION,,,,,,122.08,146,50,,,,,,
Week 4 - Insights,Top Products,TURQUOISE GLASS TASSLE BAG CHARM,121.38,,,,TURQUOISE GLASS TASSLE BAG CHARM,,,,,,121.38,57,20,,,,,,
Week 4 - Insights,Top Products,"RETRO TEA FOR ONE""""",120.99,,,,"RETRO TEA FOR ONE""""",,,,,,120.99,21,17,,,,,,
Week 4 - Insights,Top Products,BLUE ROUND COMPACT MIRROR,120.93,,,,BLUE ROUND COMPACT MIRROR,,,,,,120.93,72,17,,,,,,
Week 4 - Insights,Top Products,ZINC HEART LATTICE 2 WALL PLANTER,120.65,,,,ZINC HEART LATTICE 2 WALL PLANTER,,,,,,120.65,19,11,,,,,,
Week 4 - Insights,Top Products,DAISY HAIR BAND,120.53,,,,DAISY HAIR BAND,,,,,,120.53,73,36,,,,,,
Week 4 - Insights,Top Products,OYSTER TRINKET BOX,120.41,,,,OYSTER TRINKET BOX,,,,,,120.41,53,19,,,,,,
Week 4 - Insights,Top Products,PAIR BUTTERFLY HAIR CLIPS,120.34,,,,PAIR BUTTERFLY HAIR CLIPS,,,,,,120.34,32,17,,,,,,
Week 4 - Insights,Top Products,5 STRAND GLASS NECKLACE CRYSTAL,120.29,,,,5 STRAND GLASS NECKLACE CRYSTAL,,,,,,120.29,19,10,,,,,,
Week 4 - Insights,Top Products,SMALL WHITE/PINK ROSE ART FLOWER,120.07,,,,SMALL WHITE/PINK ROSE ART FLOWER,,,,,,120.07,107,9,,,,,,
Week 4 - Insights,Top Products,DAISY FOLKART HEART DECORATION,120,,,,DAISY FOLKART HEART DECORATION,,,,,,120,96,16,,,,,,
Week 4 - Insights,Top Products,GIFT BAG LARGE SPOT,120,,,,GIFT BAG LARGE SPOT,,,,,,120,96,6,,,,,,
Week 4 - Insights,Top Products,ANT COPPER RED BOUDICCA BRACELET,119.91,,,,ANT COPPER RED BOUDICCA BRACELET,,,,,,119.91,24,21,,,,,,
Week 4 - Insights,Top Products,BLUE MURANO TWIST NECKLACE,119.89,,,,BLUE MURANO TWIST NECKLACE,,,,,,119.89,12,11,,,,,,
Week 4 - Insights,Top Products,LUNCH BAG VINTAGE DOILEY,119.63,,,,LUNCH BAG VINTAGE DOILEY,,,,,,119.63,71,5,,,,,,
Week 4 - Insights,Top Products,TURQUOISE CRYSTAL+GLASS BRACELET,119.23,,,,TURQUOISE CRYSTAL+GLASS BRACELET,,,,,,119.23,24,11,,,,,,
Week 4 - Insights,Top Products,GROOVY CACTUS INFLATABLE,119.09,,,,GROOVY CACTUS INFLATABLE,,,,,,119.09,303,22,,,,,,
Week 4 - Insights,Top Products,SET OF 12 T-LIGHTS VINTAGE DOILEY,118.95,,,,SET OF 12 T-LIGHTS VINTAGE DOILEY,,,,,,118.95,61,6,,,,,,
Week 4 - Insights,Top Products,STRIPES DESIGN MONKEY DOLL,118.73,,,,STRIPES DESIGN MONKEY DOLL,,,,,,118.73,39,22,,,,,,
Week 4 - Insights,Top Products,AMBER CHUNKY BEAD BRACELET W STRAP,117.73,,,,AMBER CHUNKY BEAD BRACELET W STRAP,,,,,,117.73,13,9,,,,,,
Week 4 - Insights,Top Products,PAIR OF PINK FLOWER CLUSTER SLIDE,117.4,,,,PAIR OF PINK FLOWER CLUSTER SLIDE,,,,,,117.4,47,36,,,,,,
Week 4 - Insights,Top Products,CITRUS GARLAND FELT FLOWERS,117,,,,CITRUS GARLAND FELT FLOWERS,,,,,,117,60,14,,,,,,
Week 4 - Insights,Top Products,LAVENDER SCENT CAKE CANDLE,116.88,,,,LAVENDER SCENT CAKE CANDLE,,,,,,116.88,456,13,,,,,,
Week 4 - Insights,Top Products,SUMMER FUN DESIGN SHOWER CAP,116.33,,,,SUMMER FUN DESIGN SHOWER CAP,,,,,,116.33,325,18,,,,,,
Week 4 - Insights,Top Products,LARGE ZINC GLASS CANDLEHOLDER,116.06,,,,LARGE ZINC GLASS CANDLEHOLDER,,,,,,116.06,34,11,,,,,,
Week 4 - Insights,Top Products,GREEN METAL BOX TOP SECRET,115.5,,,,GREEN METAL BOX TOP SECRET,,,,,,115.5,14,3,,,,,,
Week 4 - Insights,Top Products,ZINC SWEETHEART SOAP DISH,114.33,,,,ZINC SWEETHEART SOAP DISH,,,,,,114.33,61,21,,,,,,
Week 4 - Insights,Top Products,WALL ART BICYCLE SAFTEY,114.15,,,,WALL ART BICYCLE SAFTEY,,,,,,114.15,21,3,,,,,,
Week 4 - Insights,Top Products,ASS DES PHONE SPONGE CRAFT STICKER,114.09,,,,ASS DES PHONE SPONGE CRAFT STICKER,,,,,,114.09,449,13,,,,,,
Week 4 - Insights,Top Products,TURQ STONE/CRYSTAL EARRINGS,113.97,,,,TURQ STONE/CRYSTAL EARRINGS,,,,,,113.97,39,31,,,,,,
Week 4 - Insights,Top Products,EASTER BUNNY WREATH,113.85,,,,EASTER BUNNY WREATH,,,,,,113.85,23,9,,,,,,
Week 4 - Insights,Top Products,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.56,,,,SET/3 RABBITS FLOWER SKIPPPING ROPE,,,,,,112.56,126,26,,,,,,
Week 4 - Insights,Top Products,NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,,,,NECKLACE+BRACELET SET BLUE BLOSSOM,,,,,,112.21,45,26,,,,,,
Week 4 - Insights,Top Products,PAISLEY PATTERN  STICKERS,111.86,,,,PAISLEY PATTERN  STICKERS,,,,,,111.86,125,32,,,,,,
Week 4 - Insights,Top Products,BLOND DOLL DOORSTOP,111.75,,,,BLOND DOLL DOORSTOP,,,,,,111.75,85,12,,,,,,
Week 4 - Insights,Top Products,"LETTER A"" BLING KEY RING""",111.66,,,,"LETTER A"" BLING KEY RING""",,,,,,111.66,130,56,,,,,,
Week 4 - Insights,Top Products,FRENCH STYLE STORAGE JAR JAM,111.37,,,,FRENCH STYLE STORAGE JAR JAM,,,,,,111.37,305,29,,,,,,
Week 4 - Insights,Top Products,WHITE CHRYSANTHEMUMS ART FLOWER,111.3,,,,WHITE CHRYSANTHEMUMS ART FLOWER,,,,,,111.3,53,7,,,,,,
Week 4 - Insights,Top Products,"FLOWER GLASS GARLD NECKL36AMETHYST""",110.95,,,,"FLOWER GLASS GARLD NECKL36AMETHYST""",,,,,,110.95,14,11,,,,,,
Week 4 - Insights,Top Products,ASS FLORAL PRINT SPIRIT LEVEL,110.86,,,,ASS FLORAL PRINT SPIRIT LEVEL,,,,,,110.86,100,37,,,,,,
Week 4 - Insights,Top Products,PURPLE BERTIE GLASS BEAD BAG CHARM,110.03,,,,PURPLE BERTIE GLASS BEAD BAG CHARM,,,,,,110.03,95,19,,,,,,
Week 4 - Insights,Top Products,POSY CANDY BAG,109.96,,,,POSY CANDY BAG,,,,,,109.96,92,16,,,,,,
Week 4 - Insights,Top Products,BLACK GRAND BAROQUE PHOTO FRAME,109.94,,,,BLACK GRAND BAROQUE PHOTO FRAME,,,,,,109.94,50,8,,,,,,
Week 4 - Insights,Top Products,PSYCHEDELIC WALL THERMOMETER,109.93,,,,PSYCHEDELIC WALL THERMOMETER,,,,,,109.93,79,14,,,,,,
Week 4 - Insights,Top Products,GREEN MURANO TWIST NECKLACE,109.54,,,,GREEN MURANO TWIST NECKLACE,,,,,,109.54,11,8,,,,,,
Week 4 - Insights,Top Products,FROSTED WHITE BASE,109.44,,,,FROSTED WHITE BASE,,,,,,109.44,227,22,,,,,,
Week 4 - Insights,Top Products,FOLDING MIRROR HOT PINK,108.96,,,,FOLDING MIRROR HOT PINK,,,,,,108.96,144,4,,,,,,
Week 4 - Insights,Top Products,HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71,,,,HANGING BAUBLE T-LIGHT HOLDER LARGE,,,,,,108.71,33,15,,,,,,
Week 4 - Insights,Top Products,SET/6 POSIES PAPER PLATES,108.53,,,,SET/6 POSIES PAPER PLATES,,,,,,108.53,113,13,,,,,,
Week 4 - Insights,Top Products,PAPER LANTERN 6 POINT SNOW STAR,107.9,,,,PAPER LANTERN 6 POINT SNOW STAR,,,,,,107.9,26,6,,,,,,
Week 4 - Insights,Top Products,MIRRORED WALL ART TABLE LAMP,107.75,,,,MIRRORED WALL ART TABLE LAMP,,,,,,107.75,75,33,,,,,,
Week 4 - Insights,Top Products,BEADED CRYSTAL HEART BLUE SMALL,107.31,,,,BEADED CRYSTAL HEART BLUE SMALL,,,,,,107.31,80,15,,,,,,
Week 4 - Insights,Top Products,PINK OVAL JEWELLED MIRROR,107.1,,,,PINK OVAL JEWELLED MIRROR,,,,,,107.1,18,10,,,,,,
Week 4 - Insights,Top Products,SET 10 CARDS DINKY TREE 17076,107.07,,,,SET 10 CARDS DINKY TREE 17076,,,,,,107.07,43,16,,,,,,
Week 4 - Insights,Top Products,PINK BERTIE GLASS BEAD BAG CHARM,106.24,,,,PINK BERTIE GLASS BEAD BAG CHARM,,,,,,106.24,115,10,,,,,,
Week 4 - Insights,Top Products,TROPICAL LUGGAGE TAG,105.91,,,,TROPICAL LUGGAGE TAG,,,,,,105.91,73,33,,,,,,
Week 4 - Insights,Top Products,VINTAGE NOTEBOOK TRAVELOGUE,105.73,,,,VINTAGE NOTEBOOK TRAVELOGUE,,,,,,105.73,38,13,,,,,,
Week 4 - Insights,Top Products,SILVER/M.O.P PENDANT ORBIT NECKLACE,105.71,,,,SILVER/M.O.P PENDANT ORBIT NECKLACE,,,,,,105.71,17,7,,,,,,
Week 4 - Insights,Top Products,AMBER DIAMANTE EXPANDABLE RING,105.53,,,,AMBER DIAMANTE EXPANDABLE RING,,,,,,105.53,25,12,,,,,,
Week 4 - Insights,Top Products,SPACE CADET WHITE,105.28,,,,SPACE CADET WHITE,,,,,,105.28,87,29,,,,,,
Week 4 - Insights,Top Products,HOUSE WRECKING METAL SIGN,105,,,,HOUSE WRECKING METAL SIGN,,,,,,105,50,23,,,,,,
Week 4 - Insights,Top Products,BOTANICAL LILY GIFT WRAP,105,,,,BOTANICAL LILY GIFT WRAP,,,,,,105,250,7,,,,,,
Week 4 - Insights,Top Products,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,104.84,,,,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,,,,,,104.84,28,23,,,,,,
Week 4 - Insights,Top Products,FOUR RABBIT EASTER DECORATIONS,104.84,,,,FOUR RABBIT EASTER DECORATIONS,,,,,,104.84,72,15,,,,,,
Week 4 - Insights,Top Products,PINK SQUARE TABLE CLOCK,104.84,,,,PINK SQUARE TABLE CLOCK,,,,,,104.84,71,14,,,,,,
Week 4 - Insights,Top Products,PINK CRYSTAL+GLASS BRACELET,104.53,,,,PINK CRYSTAL+GLASS BRACELET,,,,,,104.53,21,14,,,,,,
Week 4 - Insights,Top Products,DRAGONS BLOOD INCENSE,104.44,,,,DRAGONS BLOOD INCENSE,,,,,,104.44,423,39,,,,,,
Week 4 - Insights,Top Products,SMALL BLUE PROVENCAL CERAMIC BALL,103.94,,,,SMALL BLUE PROVENCAL CERAMIC BALL,,,,,,103.94,62,9,,,,,,
Week 4 - Insights,Top Products,PACK 3 FIRE ENGINE/CAR PATCHES,103.4,,,,PACK 3 FIRE ENGINE/CAR PATCHES,,,,,,103.4,73,18,,,,,,
Week 4 - Insights,Top Products,PAINTED LIGHTBULB STAR+ MOON,103.23,,,,PAINTED LIGHTBULB STAR+ MOON,,,,,,103.23,180,53,,,,,,
Week 4 - Insights,Top Products,IVORY SHELL HEART NECKLACE,103.13,,,,IVORY SHELL HEART NECKLACE,,,,,,103.13,21,8,,,,,,
Week 4 - Insights,Top Products,S/6 SEW ON CROCHET FLOWERS,102.52,,,,S/6 SEW ON CROCHET FLOWERS,,,,,,102.52,80,18,,,,,,
Week 4 - Insights,Top Products,NUMBER TILE VINTAGE FONT 0,102.46,,,,NUMBER TILE VINTAGE FONT 0,,,,,,102.46,70,16,,,,,,
Week 4 - Insights,Top Products,75 GREEN FAIRY CAKE CASES,102.36,,,,75 GREEN FAIRY CAKE CASES,,,,,,102.36,69,42,,,,,,
Week 4 - Insights,Top Products,PURPLE GEMSTONE NECKLACE 45CM,102,,,,PURPLE GEMSTONE NECKLACE 45CM,,,,,,102,8,5,,,,,,
Week 4 - Insights,Top Products,WHITE VINT ART DECO CRYSTAL NECKLAC,102,,,,WHITE VINT ART DECO CRYSTAL NECKLAC,,,,,,102,12,8,,,,,,
Week 4 - Insights,Top Products,LONG SILVER NECKLACE PASTEL FLOWER,101.73,,,,LONG SILVER NECKLACE PASTEL FLOWER,,,,,,101.73,8,6,,,,,,
Week 4 - Insights,Top Products,HILDA CANDY SPOT RABBIT,101.73,,,,HILDA CANDY SPOT RABBIT,,,,,,101.73,23,15,,,,,,
Week 4 - Insights,Top Products,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",101.53,,,,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",,,,,,101.53,11,8,,,,,,
Week 4 - Insights,Top Products,PINK CAT FLORAL CUSHION COVER,100.97,,,,PINK CAT FLORAL CUSHION COVER,,,,,,100.97,25,18,,,,,,
Week 4 - Insights,Top Products,PINK STRING CURTAIN WITH POLE,100.86,,,,PINK STRING CURTAIN WITH POLE,,,,,,100.86,30,9,,,,,,
Week 4 - Insights,Top Products,MINI HIGHLIGHTER PENS,100.8,,,,MINI HIGHLIGHTER PENS,,,,,,100.8,840,4,,,,,,
Week 4 - Insights,Top Products,PINK/FLOWER RABBIT EGG WARMER,100.76,,,,PINK/FLOWER RABBIT EGG WARMER,,,,,,100.76,119,15,,,,,,
Week 4 - Insights,Top Products,Dotcomgiftshop Gift Voucher ÃÂ£40.00,100.7,,,,Dotcomgiftshop Gift Voucher ÃÂ£40.00,,,,,,100.7,3,3,,,,,,
Week 4 - Insights,Top Products,MIRRORED WALL ART FOXY,100.66,,,,MIRRORED WALL ART FOXY,,,,,,100.66,16,9,,,,,,
Week 4 - Insights,Top Products,LARGE BLUE PROVENCAL CERAMIC BALL,100.45,,,,LARGE BLUE PROVENCAL CERAMIC BALL,,,,,,100.45,43,10,,,,,,
Week 4 - Insights,Top Products,VINTAGE ZINC PLANTER,100.34,,,,VINTAGE ZINC PLANTER,,,,,,100.34,26,10,,,,,,
Week 4 - Insights,Top Products,PACK/12 XMAS FUN CARD,100.3,,,,PACK/12 XMAS FUN CARD,,,,,,100.3,34,11,,,,,,
Week 4 - Insights,Top Products,BLACK/WHITE GLASS/SILVER BRACELET,100.09,,,,BLACK/WHITE GLASS/SILVER BRACELET,,,,,,100.09,11,7,,,,,,
Week 4 - Insights,Top Products,CLASSICAL ROSE CANDLESTAND,99.8,,,,CLASSICAL ROSE CANDLESTAND,,,,,,99.8,98,10,,,,,,
Week 4 - Insights,Top Products,LILY BROOCH OLIVE COLOUR,99.6,,,,LILY BROOCH OLIVE COLOUR,,,,,,99.6,20,15,,,,,,
Week 4 - Insights,Top Products,SET 10 CARDS RED RIDING HOOD 17214,99.6,,,,SET 10 CARDS RED RIDING HOOD 17214,,,,,,99.6,40,16,,,,,,
Week 4 - Insights,Top Products,AMBER DROP EARRINGS W LONG BEADS,99.54,,,,AMBER DROP EARRINGS W LONG BEADS,,,,,,99.54,34,22,,,,,,
Week 4 - Insights,Top Products,VINTAGE ZINC WATERING CAN SMALL,99.2,,,,VINTAGE ZINC WATERING CAN SMALL,,,,,,99.2,18,8,,,,,,
Week 4 - Insights,Top Products,TUSCAN VILLA FEEDING STATION,99,,,,TUSCAN VILLA FEEDING STATION,,,,,,99,12,7,,,,,,
Week 4 - Insights,Top Products,BUNDLE OF 3 RETRO EXERCISE BOOKS,99,,,,BUNDLE OF 3 RETRO EXERCISE BOOKS,,,,,,99,60,5,,,,,,
Week 4 - Insights,Top Products,TUSCAN VILLA DOVECOTE,99,,,,TUSCAN VILLA DOVECOTE,,,,,,99,12,4,,,,,,
Week 4 - Insights,Top Products,LAVENDER INCENSE IN TIN,98.91,,,,LAVENDER INCENSE IN TIN,,,,,,98.91,171,25,,,,,,
Week 4 - Insights,Top Products,PAINTED LIGHTBULB RAINBOW DESIGN,98.12,,,,PAINTED LIGHTBULB RAINBOW DESIGN,,,,,,98.12,152,51,,,,,,
Week 4 - Insights,Top Products,HEN HOUSE W CHICK STANDING,98.05,,,,HEN HOUSE W CHICK STANDING,,,,,,98.05,235,23,,,,,,
Week 4 - Insights,Top Products,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,,,,CHERRY BLOSSOM CANVAS ART PICTURE,,,,,,97.95,41,6,,,,,,
Week 4 - Insights,Top Products,PINK FELT HANGING HEART W FLOWER,97.52,,,,PINK FELT HANGING HEART W FLOWER,,,,,,97.52,94,19,,,,,,
Week 4 - Insights,Top Products,SET 8 CANDLES VINTAGE DOILEY,97.5,,,,SET 8 CANDLES VINTAGE DOILEY,,,,,,97.5,50,6,,,,,,
Week 4 - Insights,Top Products,PACKING CHARGE,97.5,,,,PACKING CHARGE,,,,,,97.5,13,13,,,,,,
Week 4 - Insights,Top Products,CRYSTAL PAIR HEART HAIR SLIDES,97.26,,,,CRYSTAL PAIR HEART HAIR SLIDES,,,,,,97.26,26,15,,,,,,
Week 4 - Insights,Top Products,BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,,,,BLUE GREEN EMBROIDERY COSMETIC BAG,,,,,,97.13,35,22,,,,,,
Week 4 - Insights,Top Products,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.89,,,,PINK CANDYSTUFT ARTIFICIAL FLOWER,,,,,,96.89,137,11,,,,,,
Week 4 - Insights,Top Products,PINK HYDRANGEA ART FLOWER,96.6,,,,PINK HYDRANGEA ART FLOWER,,,,,,96.6,46,5,,,,,,
Week 4 - Insights,Top Products,GOLD M.O.P ORBIT BRACELET,96.52,,,,GOLD M.O.P ORBIT BRACELET,,,,,,96.52,18,18,,,,,,
Week 4 - Insights,Top Products,SWEET PUDDING STICKER SHEET,95.53,,,,SWEET PUDDING STICKER SHEET,,,,,,95.53,98,36,,,,,,
Week 4 - Insights,Top Products,RECIPE BOX WITH METAL HEART,95.4,,,,RECIPE BOX WITH METAL HEART,,,,,,95.4,12,6,,,,,,
Week 4 - Insights,Top Products,FINE SILVER NECKLACE W PASTEL FLOWE,95.35,,,,FINE SILVER NECKLACE W PASTEL FLOWE,,,,,,95.35,17,7,,,,,,
Week 4 - Insights,Top Products,"FLOWER GLASS GARLAND NECKL.36BLACK""",95.35,,,,"FLOWER GLASS GARLAND NECKL.36BLACK""",,,,,,95.35,12,5,,,,,,
Week 4 - Insights,Top Products,AMBER CHUNKY GLASS+BEAD NECKLACE,95.25,,,,AMBER CHUNKY GLASS+BEAD NECKLACE,,,,,,95.25,8,8,,,,,,
Week 4 - Insights,Top Products,TEATIME PUSH DOWN RUBBER,95.14,,,,TEATIME PUSH DOWN RUBBER,,,,,,95.14,431,11,,,,,,
Week 4 - Insights,Top Products,FLAMES SUNGLASSES PINK LENSES,95.1,,,,FLAMES SUNGLASSES PINK LENSES,,,,,,95.1,52,8,,,,,,
Week 4 - Insights,Top Products,YELLOW FLOWERS FELT HANDBAG KIT,94.43,,,,YELLOW FLOWERS FELT HANDBAG KIT,,,,,,94.43,44,18,,,,,,
Week 4 - Insights,Top Products,TEAL/FUSCHIA COL BEAD NECKLACE,94.43,,,,TEAL/FUSCHIA COL BEAD NECKLACE,,,,,,94.43,19,13,,,,,,
Week 4 - Insights,Top Products,VIP PASSPORT COVER,94.04,,,,VIP PASSPORT COVER,,,,,,94.04,43,17,,,,,,
Week 4 - Insights,Top Products,HOME SWEEET HOME 3 PEG HANGER,93.75,,,,HOME SWEEET HOME 3 PEG HANGER,,,,,,93.75,25,4,,,,,,
Week 4 - Insights,Top Products,PINK GREEN EMBROIDERY COSMETIC BAG,93.19,,,,PINK GREEN EMBROIDERY COSMETIC BAG,,,,,,93.19,33,20,,,,,,
